type,paper,layer,stats_id,dem_range,slope_min,slope_max
Cropland,V_2007,Centroids,71,2.069999694824219,0.285048782825470,12.562650680541992
Forest,,Centroids,72,3.750000000000000,0.405634373426437,30.663011550903320
Cropland,V_2007,Centroids,73,1.340003967285156,0.822450935840607,7.033397197723390
Cropland,V_2007,Centroids,74,2.550003051757812,1.406011104583740,9.710126876831055
Cropland,V_2007,Centroids,75,1.150001525878906,0.386996090412140,6.745495796203614
Cropland,V_2007,Centroids,76,2.379997253417969,1.895899415016174,8.813748359680176
Cropland,V_2007,Centroids,77,2.519996643066406,1.322834134101868,16.565963745117188
Cropland,,Centroids,78,4.949996948242188,0.165900304913521,18.893465042114254
Cropland,,Centroids,79,1.510002136230469,0.703116059303284,8.995455741882324
Cropland,,Centroids,80,1.389999389648438,0.382327079772949,6.358135700225830
Cropland,V_2007,Centroids,81,1.870002746582031,0.300529390573502,11.269995689392090
Cropland,V_2007,Centroids,82,2.760002136230469,2.654659271240234,7.961917400360108
Cropland,V_2007,Centroids,83,1.979995727539062,1.465047836303711,6.298527717590332
Cropland,V_2007,Centroids,84,1.840003967285156,0.417369723320007,7.455297946929932
Cropland,V_2007,Centroids,85,0.819999694824219,0.121034160256386,5.574167728424072
Cropland,,Centroids,86,0.709999084472656,0.250032961368561,4.883611202239990
Cropland,,Centroids,87,0.440002441406250,0.086142078042030,3.362892389297485
Cropland,,Centroids,88,0.300003051757812,0.098860293626785,2.385174274444580
Cropland,,Centroids,89,1.089996337890625,0.182948037981987,5.254240512847900
Cropland,,Centroids,90,1.129997253417969,0.495926052331924,6.569713592529298
Cropland,,Centroids,91,0.490005493164062,0.049978356808424,4.728674411773682
Cropland,,Centroids,92,1.529998779296875,0.467943340539932,8.465973854064941
Cropland,,Centroids,93,0.879997253417969,0.036915943026543,6.344420433044434
Cropland,,Centroids,94,1.599998474121094,0.750064730644226,8.472560882568359
Cropland,,Centroids,95,0.540000915527344,0.092127114534378,4.125797271728516
Cropland,,Centroids,96,1.430000305175781,0.327043265104294,8.338160514831545
Cropland,,Centroids,97,1.900001525878906,0.090969935059547,6.858269214630128
Cropland,,Centroids,98,0.419998168945312,0.180635079741478,3.155758857727051
Cropland,,Centroids,99,0.650001525878906,0.530684173107147,8.219175338745117
Cropland,,Centroids,100,2.059997558593750,0.466272741556168,35.257251739501953
Cropland,,Centroids,101,1.029998779296875,0.242768839001656,8.788375854492188
Cropland,,Centroids,102,1.269996643066406,0.312349408864975,5.417891979217530
Cropland,,Centroids,103,0.920005798339844,0.321989595890045,8.498349189758303
Cropland,,Centroids,104,0.779998779296875,0.374700576066971,4.712785720825196
Cropland,,Centroids,105,3.059997558593750,0.194863826036453,11.079327583312988
Cropland,,Centroids,106,2.459999084472656,0.212708622217178,10.830417633056641
Cropland,,Centroids,107,3.990005493164062,1.848172783851624,11.486658096313477
Cropland,,Centroids,108,2.430000305175781,0.126133292913437,12.088188171386719
Cropland,,Centroids,109,3.099998474121094,0.507846832275391,12.500366210937500
Cropland,,Centroids,110,5.129997253417970,0.524675130844116,79.776931762695312
Cropland,,Centroids,111,5.729995727539062,3.110824108123779,17.762849807739258
Cropland,,Centroids,112,1.679992675781250,0.966531991958618,7.901347637176514
Cropland,,Centroids,113,2.049995422363281,0.353141665458679,14.779827117919922
Cropland,,Centroids,114,3.339996337890625,0.093506783246994,26.372375488281246
Cropland,,Centroids,115,4.440002441406250,5.264652252197266,14.376566886901855
Cropland,,Centroids,116,0.860000610351562,0.391747683286667,8.709246635437012
Cropland,,Centroids,117,1.460006713867188,0.872478544712067,5.320053577423096
Cropland,,Centroids,118,2.090003967285156,0.665346205234528,11.924457550048828
Cropland,,Centroids,119,1.969993591308594,0.405567079782486,18.667800903320312
Cropland,,Centroids,120,1.909996032714844,0.238612592220306,8.570199012756348
Cropland,,Centroids,121,,,
Cropland,,Centroids,122,0.800003051757812,0.283445090055466,6.661561965942384
Cropland,,Centroids,123,2.480003356933594,1.557300567626953,8.650050163269045
Cropland,,Centroids,124,1.880004882812500,0.655066967010498,10.799365043640137
Cropland,,Centroids,125,4.309997558593750,0.399037033319473,70.966293334960938
Cropland,,Centroids,126,3.080001831054688,0.697770774364471,22.478912353515625
Mixed,,Centroids,127,1.750000000000000,0.074885725975037,19.948020935058594
Cropland,,Centroids,128,0.559997558593750,0.050499733537436,4.819832324981690
Cropland,,Centroids,129,0.860000610351562,0.284628182649612,8.283292770385742
Cropland,,Centroids,130,2.799999237060547,1.705062389373779,9.653448104858398
Cropland,,Centroids,131,3.180000305175781,0.570289194583893,9.932267189025877
Cropland,,Centroids,132,0.670005798339844,0.311550557613373,5.594322204589844
Cropland,,Centroids,133,4.949996948242188,0.413727968931198,72.330116271972656
Cropland,,Centroids,134,2.349998474121094,0.530319511890411,16.570930480957031
Cropland,,Centroids,135,0.790000915527344,0.099875882267952,4.095834732055664
Cropland,,Centroids,136,,,
Cropland,,Centroids,137,,,
Cropland,,Centroids,138,1.720001220703125,0.281178116798401,25.817165374755859
Cropland,,Centroids,139,1.270004272460938,0.163690969347954,9.201857566833496
Cropland,,Centroids,140,1.819999694824219,0.254905432462692,24.879106521606445
Cropland,,Centroids,141,1.389999389648438,0.330038547515869,6.792002201080322
Cropland,,Centroids,142,3.209999084472656,2.922897100448608,9.252172470092773
Forest,V_2007,Centroids,143,5.750000000000000,1.020900249481201,51.058521270751953
Cropland,,Centroids,144,0.299995422363281,0.108501821756363,3.116945505142212
Cropland,,Centroids,145,0.540000915527344,0.195437625050545,4.396976470947266
Cropland,,Centroids,146,0.629997253417969,0.220460787415504,7.571713447570802
Cropland,,Centroids,147,0.360000610351562,0.106293238699436,4.333606243133545
Cropland,,Centroids,148,0.529998779296875,0.106293238699436,4.735066890716554
Cropland,,Centroids,149,0.450004577636719,0.085766240954399,3.701554059982300
Cropland,,Centroids,150,1.829994201660156,0.383828490972519,33.653011322021484
Cropland,,Centroids,151,0.620002746582031,0.292603194713593,7.751798152923584
Cropland,,Centroids,152,0.699996948242188,0.340740442276001,7.952998161315918
Cropland,,Centroids,153,1.250000000000000,0.447229951620102,9.475621223449709
Cropland,,Centroids,154,0.450004577636719,0.249286890029907,5.987807273864746
Cropland,,Centroids,155,0.559997558593750,0.136758357286453,4.151452541351319
Cropland,,Centroids,156,0.389999389648438,0.334400147199631,3.871344804763794
Cropland,,Centroids,157,0.870002746582031,0.134535565972328,6.117331981658936
Cropland,,Centroids,158,1.389999389648438,0.899077534675598,15.195545196533203
Cropland,,Centroids,159,0.780006408691406,0.202652364969254,10.315071105957031
Cropland,,Centroids,160,0.389999389648438,0.289419651031494,5.603845119476318
Cropland,,Centroids,161,1.269996643066406,0.091412752866745,45.769912719726562
Cropland,,Centroids,162,1.139999389648438,0.566964626312256,10.274814605712891
Cropland,,Centroids,163,0.739997863769531,0.127778694033623,9.598382949829102
Cropland,,Centroids,164,0.470001220703125,0.117604710161686,3.715746879577637
Cropland,,Centroids,165,0.869995117187500,0.242291241884232,6.221858024597168
Cropland,,Centroids,166,0.660003662109375,0.143990039825439,6.554612636566162
Cropland,,Centroids,167,0.590003967285156,0.101381994783878,5.480892181396484
Cropland,,Centroids,168,0.569999694824219,0.141624450683594,3.373675823211670
Non-CD,,Extracted (random),169,2.520000457763672,0.484489858150482,53.799335479736328
Non-CD,,Extracted (random),170,0.440002441406250,0.079053558409214,2.378512859344482
Non-CD,,Extracted (random),171,0.760002136230469,0.224976927042007,18.317289352416992
Non-CD,,Extracted (random),172,0.389999389648438,0.119407333433628,4.450561046600342
Non-CD,,Extracted (random),173,6.040000915527344,2.121806621551514,55.587947845458984
Non-CD,,Extracted (random),174,3.689994812011719,0.148763895034790,52.148353576660163
Non-CD,,Extracted (random),175,0.879997253417969,0.255510687828064,5.611615657806396
Non-CD,,Extracted (random),176,3.300003051757812,1.066327691078186,41.960308074951165
Non-CD,,Extracted (random),177,1.129997253417969,0.568178355693817,3.514497995376587
Non-CD,,Extracted (random),178,3.191772460937500,1.295983672142029,39.296985626220703
Non-CD,,Extracted (random),179,1.149993896484375,0.130889147520065,5.541948318481446
Non-CD,,Extracted (random),180,1.440002441406250,0.593013703823090,6.281212329864502
Non-CD,,Extracted (random),181,2.680000305175781,1.182770013809204,45.449436187744141
Non-CD,,Extracted (random),182,4.585494995117188,0.588091492652893,34.872280120849609
Non-CD,,Extracted (random),183,1.529998779296875,0.501315236091614,48.856624603271491
Non-CD,,Extracted (random),184,8.500000000000000,0.105369232594967,99.383972167968750
Non-CD,,Extracted (random),185,1.879997253417969,0.281216025352478,35.315074920654297
Non-CD,,Extracted (random),186,0.870002746582031,0.052947394549847,23.102655410766602
Non-CD,,Extracted (random),187,1.199996948242188,0.053981672972441,11.611366271972656
Non-CD,,Extracted (random),188,1.560001373291016,0.186266332864761,19.490425109863281
Non-CD,,Extracted (random),189,6.190002441406250,1.285350441932678,110.806587219238281
Non-CD,,Extracted (random),190,1.469993591308594,0.387293219566345,9.514028549194336
Non-CD,,Extracted (random),191,2.200004577636719,0.505861103534698,18.448099136352539
Non-CD,,Extracted (random),192,1.159999847412109,0.221231475472450,29.051473617553711
Non-CD,,Extracted (random),193,3.120002746582031,0.122142411768436,89.120147705078125
Non-CD,,Extracted (random),194,4.790000915527344,1.549358367919922,86.244995117187500
Non-CD,,Extracted (random),195,0.319999694824219,0.027815919369459,7.910842895507812
Non-CD,,Extracted (random),196,2.509994506835938,2.403758525848389,9.520111083984377
Non-CD,,Extracted (random),197,2.529998779296875,0.479442954063416,18.642250061035156
Non-CD,,Extracted (random),198,1.229995727539062,0.211168214678764,7.199937343597412
Non-CD,,Extracted (random),199,0.550003051757812,0.137167945504189,4.124409198760987
Non-CD,,Extracted (random),200,2.119995117187500,0.588452398777008,9.806057929992676
Non-CD,,Extracted (random),201,1.229999542236328,0.191624000668526,13.446304321289062
Non-CD,,Extracted (random),202,0.760002136230469,0.061104256659746,18.181322097778320
Non-CD,,Extracted (random),203,2.319999694824219,0.708859384059906,43.883426666259766
Non-CD,,Extracted (random),204,1.552936553955078,0.123306803405285,31.503967285156246
Non-CD,,Extracted (random),205,5.660003662109376,0.328701406717300,68.617675781250000
Non-CD,,Extracted (random),206,1.209999084472656,0.498040109872818,22.240924835205082
Non-CD,,Extracted (random),207,2.939994812011719,0.466393351554871,15.589206695556641
Non-CD,,Extracted (random),208,8.779998779296877,0.200696945190430,96.084777832031250
Non-CD,,Extracted (random),209,0.690002441406250,0.405637413263321,8.446905136108398
Non-CD,,Extracted (random),210,3.740001678466797,0.533206582069397,72.995445251464844
Non-CD,,Extracted (random),211,3.250000000000000,1.424110054969788,35.365314483642578
Non-CD,,Extracted (random),212,0.449996948242188,0.133774638175964,2.402392148971558
Non-CD,,Extracted (random),213,10.609992980957031,0.519604086875916,64.867973327636719
Non-CD,,Extracted (random),214,2.209999084472656,0.141221106052399,41.949588775634766
Non-CD,,Extracted (random),215,9.349998474121094,1.843231558799744,120.239105224609375
Non-CD,,Extracted (random),216,0.650001525878906,0.119648389518261,4.107319355010987
Non-CD,,Extracted (random),217,0.459999084472656,0.123186372220516,11.205381393432617
Non-CD,,Extracted (random),218,0.750000000000000,0.242392122745514,6.697184085845948
Non-CD,,Extracted (random),219,7.020004272460938,0.267397224903107,107.886390686035156
Non-CD,,Extracted (random),220,0.900001525878906,0.167622193694115,43.569190979003906
Non-CD,,Extracted (random),221,3.450004577636719,0.627470850944519,27.247619628906246
Non-CD,,Extracted (random),222,3.090000152587891,0.146598204970360,58.030193328857422
Non-CD,,Extracted (random),223,0.639999389648438,0.276196986436844,11.229256629943848
Non-CD,,Extracted (random),224,2.139999389648438,0.631143391132355,34.366931915283203
Non-CD,,Extracted (random),225,0.680000305175781,0.356649726629257,7.738358974456788
Non-CD,,Extracted (random),226,1.969993591308594,0.282927393913269,58.756725311279297
Non-CD,,Extracted (random),227,2.259998321533203,0.140786617994308,73.379898071289062
Non-CD,,Extracted (random),228,4.099998474121094,1.733295321464539,13.390200614929199
Non-CD,,Extracted (random),229,2.000000000000000,0.586008131504059,11.690427780151367
Non-CD,,Extracted (random),230,2.209999084472656,0.717505455017090,44.862838745117188
Non-CD,,Extracted (random),231,1.210006713867188,0.733369469642639,8.097885131835938
Non-CD,,Extracted (random),232,0.389999389648438,0.170140624046326,6.254289150238038
Non-CD,,Extracted (random),233,0.680000305175781,0.135912075638771,14.002527236938477
Non-CD,,Extracted (random),234,1.099998474121094,0.258345425128937,3.308134555816650
Non-CD,,Extracted (random),235,2.000000000000000,0.199231669306755,8.972441673278810
Non-CD,,Extracted (random),236,1.290000915527344,0.375050961971283,28.273906707763672
Non-CD,,Extracted (random),237,0.830001831054688,0.129399225115776,12.209918975830078
Non-CD,,Extracted (random),238,2.180000305175781,2.266198873519897,5.652494430541992
Non-CD,,Extracted (random),239,1.400001525878906,0.433903992176056,4.361077308654785
Non-CD,,Extracted (random),240,1.470001220703125,0.367484450340271,42.825195312500000
Non-CD,,Extracted (random),241,0.479995727539062,0.224736183881760,4.582229137420654
Non-CD,,Extracted (random),242,1.399997711181641,0.446720480918884,30.450380325317383
Non-CD,,Extracted (random),243,0.680000305175781,0.388504207134247,12.613050460815430
Non-CD,,Extracted (random),244,3.329994201660156,0.196466162800789,63.222526550292969
Non-CD,,Extracted (random),245,2.239997863769531,0.251065343618393,43.134132385253906
Non-CD,,Extracted (random),246,2.950000762939453,1.221512794494629,28.482303619384766
Non-CD,,Extracted (random),247,2.900001525878906,0.273440092802048,66.193611145019531
Non-CD,,Extracted (random),248,0.549995422363281,0.077065385878086,3.827463626861572
Non-CD,,Extracted (random),249,1.970001220703125,0.426294773817062,12.760247230529785
Non-CD,,Extracted (random),250,3.889999389648438,0.462666332721710,54.510078430175781
Non-CD,,Extracted (random),251,4.979999542236328,1.319335818290710,40.298412322998047
Non-CD,,Extracted (random),252,2.969993591308594,0.932459652423859,12.150258064270020
Non-CD,,Extracted (random),253,1.340000152587891,0.273567378520966,45.202224731445312
Non-CD,,Extracted (random),254,7.299999237060548,2.978396177291870,129.210586547851562
Non-CD,,Extracted (random),255,1.449996948242188,0.571895539760590,6.725187778472900
Non-CD,,Extracted (random),256,2.630004882812500,0.109242297708988,53.774894714355469
Non-CD,,Extracted (random),257,1.020004272460938,0.261015623807907,4.229525566101074
Non-CD,,Extracted (random),258,2.279998779296875,0.150134876370430,71.872802734375000
Non-CD,,Extracted (random),259,1.889999389648438,0.429241597652435,31.623603820800781
Non-CD,,Extracted (random),260,6.909996032714844,1.153769969940186,66.034927368164062
Non-CD,,Extracted (random),261,1.900001525878906,0.468080759048462,40.844249725341797
Non-CD,,Extracted (random),262,14.740005493164062,5.955342769622804,96.262512207031250
Non-CD,,Extracted (random),263,4.170005798339844,0.444897234439850,54.793518066406250
Non-CD,,Extracted (random),264,5.849998474121094,0.510039806365967,105.765632629394531
Non-CD,,Extracted (random),265,0.479995727539062,0.121459625661373,9.248233795166016
Non-CD,,Extracted (random),266,3.619995117187500,3.096150875091553,15.483050346374512
Non-CD,,Extracted (random),267,0.699996948242188,0.061662547290325,3.246983528137207
Non-CD,,Extracted (random),268,1.250000000000000,0.119814291596413,44.571910858154297
Non-CD,,Extracted (random),269,2.069999694824219,0.155421182513237,60.064182281494141
Non-CD,,Extracted (random),270,3.989997863769531,1.090148687362671,56.901493072509766
Non-CD,,Extracted (random),271,1.259994506835938,0.227067112922668,8.394482612609863
Non-CD,,Extracted (random),272,2.739997863769531,1.162032246589661,25.069458007812500
Non-CD,,Extracted (random),273,6.809997558593750,2.003430366516113,98.585945129394531
Non-CD,,Extracted (random),274,2.110000610351562,0.467359125614166,50.132408142089837
Non-CD,,Extracted (random),275,2.040000915527344,0.214462339878082,13.522336959838867
Non-CD,,Extracted (random),276,4.299995422363281,1.799791693687439,65.403793334960938
Non-CD,,Extracted (random),277,0.460002899169922,0.119304463267326,7.348597049713136
Non-CD,,Extracted (random),278,0.939994812011719,0.249893248081207,8.993842124938967
Non-CD,,Extracted (random),279,5.020000457763672,0.467305004596710,91.277954101562500
Non-CD,,Extracted (random),280,1.589996337890625,0.207453951239586,32.457431793212891
Non-CD,,Extracted (random),281,2.779998779296875,0.307693809270859,56.284435272216797
Non-CD,,Extracted (random),282,3.650001525878906,0.481230378150940,74.117691040039062
Non-CD,,Extracted (random),283,2.830001831054688,0.235996916890144,71.748733520507812
Non-CD,,Extracted (random),284,2.910003662109375,1.398861765861511,16.468950271606445
Non-CD,,Extracted (random),285,0.389999389648438,0.067291304469109,3.210051774978638
Non-CD,,Extracted (random),286,3.419998168945312,0.791100323200226,62.219951629638672
Non-CD,,Extracted (random),287,1.159999847412109,0.311881840229034,8.671729087829590
Non-CD,,Extracted (random),288,3.080001831054688,0.767193377017975,10.282881736755373
Non-CD,,Extracted (random),289,3.380001068115234,1.358951449394226,11.503897666931152
Non-CD,,Extracted (random),290,0.650001525878906,0.113111399114132,8.144052505493164
Non-CD,,Extracted (random),291,1.720001220703125,0.769697844982147,11.438376426696777
Non-CD,,Extracted (random),292,4.849998474121094,4.003709316253662,38.491676330566406
Non-CD,,Extracted (random),293,0.769996643066406,0.292988866567612,5.435981273651124
Non-CD,,Extracted (random),294,3.400001525878906,2.926635980606079,12.436253547668459
Non-CD,,Extracted (random),295,2.709999084472656,0.792246103286743,13.477773666381836
Non-CD,,Extracted (random),296,4.159999847412110,0.217218875885010,78.266571044921875
Non-CD,,Extracted (random),297,1.420001983642578,0.311561167240143,68.002265930175781
Non-CD,,Extracted (random),298,0.699996948242188,0.111467026174068,3.141469478607178
Non-CD,,Extracted (random),299,0.930000305175781,0.206452324986458,19.384803771972656
Non-CD,,Extracted (random),300,0.659999847412109,0.177822396159172,40.501091003417969
Non-CD,,Extracted (random),301,3.780006408691406,0.708338618278503,44.533077239990234
Non-CD,,Extracted (random),302,0.449996948242188,0.163276165723801,6.291146278381348
Non-CD,,Extracted (random),303,2.000000000000000,0.103919520974159,49.001502990722656
Non-CD,,Extracted (random),304,2.279998779296875,2.341656923294067,18.676094055175781
Non-CD,,Extracted (random),305,4.770000457763672,0.715278148651123,46.152717590332031
Non-CD,,Extracted (random),306,2.200000762939453,0.163393110036850,19.867763519287109
Non-CD,,Extracted (random),307,4.889999389648438,0.680100917816162,58.781917572021491
Non-CD,,Extracted (random),308,2.180000305175781,0.167758658528328,53.168098449707031
Non-CD,,Extracted (random),309,1.079994201660156,0.270830065011978,5.406862258911134
Non-CD,,Extracted (random),310,1.159999847412109,0.097279451787472,10.345957756042480
Non-CD,,Extracted (random),311,1.209999084472656,0.301335245370865,26.595533370971680
Non-CD,,Extracted (random),312,2.479999542236328,0.143315002322197,57.192951202392578
Non-CD,,Extracted (random),313,0.819999694824219,0.281953603029251,15.530757904052734
Non-CD,,Extracted (random),314,2.980003356933594,1.170679450035095,58.081375122070312
Non-CD,,Extracted (random),315,0.950000762939453,0.042289838194847,18.996170043945312
Non-CD,,Extracted (random),316,1.039993286132812,0.657358348369598,21.116788864135746
Non-CD,,Extracted (random),317,1.180000305175781,0.462483078241348,10.505026817321777
Non-CD,,Extracted (random),318,1.790000915527344,0.297099292278290,7.601330757141114
Non-CD,,Extracted (random),319,1.700000762939453,0.222340986132622,13.052392005920410
Non-CD,,Extracted (random),320,1.259994506835938,0.279929637908936,6.894958496093750
Non-CD,,Extracted (random),321,2.449996948242188,0.260576218366623,56.986289978027344
Non-CD,,Extracted (random),322,1.290000915527344,0.325733602046967,33.973861694335938
Non-CD,,Extracted (random),323,1.430000305175781,0.291388183832169,5.498278141021730
Non-CD,,Extracted (random),324,3.480003356933594,0.353822827339172,47.419837951660163
Non-CD,,Extracted (random),325,2.299995422363281,1.447916507720947,8.436983108520508
Non-CD,,Extracted (random),326,0.520004272460938,0.102305032312870,4.258790969848633
Non-CD,,Extracted (random),327,4.089996337890625,1.199837803840637,49.651145935058594
Non-CD,,Extracted (random),328,0.930000305175781,0.317945569753647,5.788771152496338
Non-CD,,Extracted (random),329,1.599998474121094,0.536122977733612,19.408916473388672
Non-CD,,Extracted (random),330,2.910003662109375,2.390996932983398,9.674434661865234
Non-CD,,Extracted (random),331,0.779998779296875,0.244036301970482,7.471232414245606
Non-CD,,Extracted (random),332,4.510002136230470,0.448532164096832,84.619377136230469
Non-CD,,Extracted (random),333,0.350006103515625,0.101228296756744,4.563522815704346
Non-CD,,Extracted (random),334,0.529998779296875,0.106270648539066,6.330216407775880
Non-CD,,Extracted (random),335,2.919998168945312,0.238518357276917,23.587316513061523
Non-CD,,Extracted (random),336,1.379997253417969,0.080398760735989,17.588439941406250
Non-CD,,Extracted (random),337,0.569999694824219,0.070662565529346,5.304824352264404
Non-CD,,Extracted (random),338,1.180000305175781,0.102114252746105,9.952821731567383
Non-CD,,Extracted (random),339,2.760002136230469,1.282920002937317,9.819514274597168
Non-CD,,Extracted (random),340,4.549995422363282,0.222010135650635,42.660896301269531
Non-CD,,Extracted (random),341,0.470001220703125,0.129928380250931,8.294935226440430
Non-CD,,Extracted (random),342,5.200000762939454,0.401258736848831,125.541969299316406
Non-CD,,Extracted (random),343,1.099998474121094,0.125017940998077,10.803067207336426
Non-CD,,Extracted (random),344,0.590000152587891,0.206398129463196,12.577234268188477
Non-CD,,Extracted (random),345,0.950000762939453,0.223411113023758,12.253037452697754
Non-CD,,Extracted (random),346,0.729995727539062,0.102218225598335,11.948714256286623
Non-CD,,Extracted (random),347,2.770004272460938,2.046357393264771,10.272697448730469
Non-CD,,Extracted (random),348,2.790000915527344,0.501003503799438,71.044517517089844
Non-CD,,Extracted (random),349,1.069999694824219,0.193033665418625,6.281993865966798
Non-CD,,Extracted (random),350,0.680000305175781,0.197585478425026,15.544648170471191
Non-CD,,Extracted (random),351,3.870002746582031,1.260733246803284,25.506471633911133
Non-CD,,Extracted (random),352,1.279998779296875,0.049896765500307,12.169535636901855
Non-CD,,Extracted (random),353,5.330001831054688,0.185919836163521,54.069988250732422
Non-CD,,Extracted (random),354,3.600002288818359,0.201246976852417,86.343536376953125
Non-CD,,Extracted (random),355,4.989997863769532,0.823557734489441,36.462135314941406
Non-CD,,Extracted (random),356,1.700004577636719,0.536627173423767,7.940588951110840
Non-CD,,Extracted (random),357,1.269996643066406,0.193414553999901,15.949275970458984
